"Id","date_ins","date_record","id_stz","id_measure","raw_data","val_data","ist_data","min_data","max_data","count_data","std_data","var_data","int_data","minute_min","minute_max","perc_data","error_code","val_code","measure_state","year_record"
"152",2019-08-25 07:00:55,2019-08-25 07:00:00,7,8,13.3,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"153",2019-08-25 08:02:09,2019-08-25 08:00:00,7,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"154",2019-08-25 09:03:17,2019-08-25 09:00:00,7,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"155",2019-08-25 10:01:37,2019-08-25 10:00:00,7,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"156",2019-08-25 11:03:40,2019-08-25 11:00:00,7,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"157",2019-08-25 12:03:27,2019-08-25 12:00:00,7,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"158",2019-08-25 13:01:49,2019-08-25 13:00:00,7,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"159",2019-08-25 14:07:59,2019-08-25 14:00:00,7,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"160",2019-08-25 15:01:43,2019-08-25 15:00:00,7,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"161",2019-08-25 16:05:57,2019-08-25 16:00:00,7,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"162",2019-08-25 17:00:56,2019-08-25 17:00:00,7,8,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"163",2019-08-25 18:07:17,2019-08-25 18:00:00,7,8,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"164",2019-08-25 19:01:28,2019-08-25 19:00:00,7,8,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
"165",2019-08-25 20:02:16,2019-08-25 20:00:00,7,8,12.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"N ",2019
